building_id,floor_area_m2,n_occupants,building_age_years,hvac_type,insulation_grade,avg_setpoint_c,solar_kw,has_smart_meter,monthly_kwh
BLDG-00403,98.1,3,10,electric,poor,22.0,0.0,1,427.4
BLDG-00404,455.2,3,20,heat_pump,average,19.0,,0,360.6
BLDG-00405,395.5,7,70,gas,poor,20.4,0.0,1,682.4
BLDG-00406,384.6,4,19,gas,average,18.5,,0,373.9
BLDG-00407,324.7,5,75,electric,poor,23.5,0.0,1,569.0
BLDG-00408,399.1,5,9,none,good,,0.0,1,169.6
BLDG-00409,384.4,3,17,gas,average,21.7,,0,347.0
BLDG-00410,451.5,2,18,gas,average,20.4,0.0,1,499.5
BLDG-00411,191.1,4,12,gas,good,23.5,0.0,1,316.2
BLDG-00412,219.3,6,56,gas,average,22.0,,0,462.2
BLDG-00413,127.4,5,19,heat_pump,average,21.1,0.0,1,261.0
BLDG-00414,377.3,5,9,gas,good,17.9,,0,377.9
BLDG-00415,465.7,4,70,gas,good,21.3,7.95,1,399.9
BLDG-00416,308.0,4,25,heat_pump,average,20.5,0.0,1,412.4
BLDG-00417,179.5,6,11,gas,good,22.8,,0,370.3
BLDG-00418,140.0,3,16,electric,poor,17.8,0.0,1,394.7
BLDG-00419,60.2,2,32,electric,poor,17.0,,0,389.0
BLDG-00420,189.0,4,38,electric,average,19.2,,0,315.5
BLDG-00421,99.2,1,31,heat_pump,good,22.9,0.0,1,209.1
BLDG-00422,62.9,2,9,none,average,,0.0,1,244.3
BLDG-00423,379.5,3,78,none,average,,2.33,1,361.2
BLDG-00424,289.7,3,52,electric,poor,19.6,2.95,1,575.0
BLDG-00425,153.5,6,64,electric,poor,20.3,0.0,1,509.0
BLDG-00426,445.5,3,60,gas,average,21.6,0.0,1,583.3
BLDG-00427,467.9,5,7,gas,poor,17.4,,0,542.5
BLDG-00428,408.9,3,2,gas,poor,21.2,0.0,1,558.7
BLDG-00429,108.9,1,29,gas,good,23.3,0.0,1,162.8
BLDG-00430,358.0,4,49,gas,good,19.6,0.0,1,309.7
BLDG-00431,125.0,6,36,gas,average,20.1,1.85,1,364.6
BLDG-00432,46.0,8,33,heat_pump,poor,21.6,,0,399.3
BLDG-00433,250.3,3,49,gas,average,21.5,,0,330.9
BLDG-00434,243.6,1,79,electric,poor,20.6,0.0,1,420.0
BLDG-00435,410.5,6,6,electric,average,18.5,1.81,1,590.9
BLDG-00436,425.1,3,39,gas,good,20.8,0.0,1,458.7
BLDG-00437,200.7,3,50,gas,poor,23.3,5.14,1,499.4
BLDG-00438,181.1,2,79,electric,poor,20.3,0.0,1,395.1
BLDG-00439,262.9,4,39,electric,good,18.7,,0,250.2
BLDG-00440,454.9,1,11,gas,average,21.9,0.0,1,400.3
BLDG-00441,189.6,1,32,heat_pump,average,21.3,,0,175.5
BLDG-00442,142.4,3,40,heat_pump,good,20.8,0.0,1,164.3
BLDG-00443,286.4,2,24,none,poor,,0.0,1,241.5
BLDG-00444,392.0,2,40,electric,average,22.0,0.0,1,585.8
BLDG-00445,127.3,4,64,electric,average,18.2,,0,399.1
BLDG-00446,413.3,4,45,gas,good,20.8,0.0,1,294.9
BLDG-00447,114.1,4,7,electric,average,17.7,,0,263.9
BLDG-00448,419.9,4,40,gas,average,17.3,3.95,1,461.9
BLDG-00449,257.2,6,18,electric,poor,22.5,0.0,1,539.7
BLDG-00450,421.5,1,12,electric,average,20.8,,0,413.0
BLDG-00451,124.0,4,14,electric,poor,25.1,4.09,1,420.8
BLDG-00452,77.4,2,45,heat_pump,average,19.7,,0,126.4
BLDG-00453,82.7,5,78,gas,poor,19.8,0.0,1,442.8
BLDG-00454,253.4,2,15,electric,average,21.2,2.12,1,388.7
BLDG-00455,326.0,2,45,electric,average,20.6,0.0,1,393.9
BLDG-00456,204.9,1,43,gas,poor,18.0,4.07,1,406.8
BLDG-00457,218.0,1,80,gas,average,17.5,0.0,1,339.5
BLDG-00458,346.2,3,75,electric,average,16.4,0.0,1,404.2
BLDG-00459,69.6,1,9,gas,average,19.8,0.0,1,202.1
BLDG-00460,140.1,3,56,heat_pump,good,20.5,0.0,1,111.6
BLDG-00461,324.8,4,49,electric,average,20.7,0.0,1,390.8
BLDG-00462,110.1,3,26,heat_pump,poor,20.7,0.0,1,341.3
BLDG-00463,129.1,7,33,gas,poor,21.3,0.0,1,419.3
BLDG-00464,111.5,3,42,heat_pump,good,19.8,0.0,1,162.8
BLDG-00465,327.4,4,37,electric,average,19.1,1.27,1,463.3
BLDG-00466,348.4,6,67,heat_pump,average,20.8,0.0,1,436.8
BLDG-00467,139.8,1,40,electric,average,21.9,,0,379.7
BLDG-00468,433.4,2,18,gas,average,21.1,,0,471.6
BLDG-00469,126.5,3,21,heat_pump,average,16.7,0.0,1,66.8
BLDG-00470,370.4,6,45,heat_pump,poor,22.8,0.0,1,454.2
BLDG-00471,345.9,3,30,heat_pump,good,19.8,0.0,1,360.1
BLDG-00472,239.2,6,74,gas,good,22.0,0.0,1,342.3
BLDG-00473,262.8,1,55,electric,good,22.0,0.0,1,299.1
BLDG-00474,232.7,1,39,none,good,,,0,302.0
BLDG-00475,140.2,3,29,electric,good,24.6,0.0,1,258.8
BLDG-00476,475.9,2,59,gas,average,20.5,0.0,1,495.8
BLDG-00477,186.5,1,75,heat_pump,good,20.2,0.0,1,263.6
BLDG-00478,180.4,4,77,gas,poor,20.4,0.0,1,354.1
BLDG-00479,448.4,5,40,heat_pump,average,20.2,,0,367.9
BLDG-00480,240.9,1,4,heat_pump,average,19.7,,0,343.0
BLDG-00481,451.8,1,61,none,poor,,0.0,1,491.4
BLDG-00482,366.4,6,43,none,good,,,0,482.1
BLDG-00483,54.4,4,10,gas,average,17.8,0.0,1,260.7
BLDG-00484,214.7,5,66,electric,average,20.7,,0,345.2
BLDG-00485,106.0,2,2,gas,average,18.7,0.0,1,239.0
BLDG-00486,142.3,5,32,electric,poor,19.2,,0,261.6
BLDG-00487,353.1,6,1,heat_pump,average,17.9,,0,438.1
BLDG-00488,360.2,7,80,heat_pump,good,20.5,,0,497.5
BLDG-00489,319.3,4,52,electric,good,19.8,0.0,1,377.0
BLDG-00490,316.6,2,71,heat_pump,poor,18.3,0.0,1,502.0
BLDG-00491,314.5,4,56,gas,poor,17.2,0.0,1,500.3
BLDG-00492,305.3,4,53,heat_pump,good,20.2,0.0,1,308.5
BLDG-00493,137.5,2,74,heat_pump,poor,21.7,,0,249.5
BLDG-00494,299.5,4,55,electric,poor,19.6,0.0,1,646.7
BLDG-00495,408.2,2,7,electric,average,19.1,4.77,1,488.6
BLDG-00496,239.3,4,47,electric,average,23.5,0.0,1,441.7
BLDG-00497,123.9,5,16,heat_pump,poor,19.5,0.0,1,229.8
BLDG-00498,160.2,6,55,none,good,,0.21,1,198.0
BLDG-00499,303.8,6,45,gas,good,18.8,,0,406.6
BLDG-00500,105.2,5,37,gas,average,22.2,,0,335.5
BLDG-00501,290.9,5,55,none,poor,,0.0,1,358.8
BLDG-00502,372.1,6,35,heat_pump,average,20.7,2.59,1,434.8
BLDG-00503,259.2,2,42,electric,average,20.4,0.0,1,353.5
BLDG-00504,175.9,1,12,heat_pump,poor,18.5,0.0,1,285.3
BLDG-00505,66.5,2,66,electric,good,21.1,,0,173.4
BLDG-00506,67.2,2,54,electric,poor,21.3,,0,390.8
BLDG-00507,179.9,4,32,electric,average,22.3,0.0,1,518.6
BLDG-00508,87.5,7,21,electric,poor,21.1,0.56,1,397.4
BLDG-00509,179.2,3,67,gas,average,21.6,1.68,1,252.5
BLDG-00510,123.1,2,18,heat_pump,average,21.6,4.03,1,186.9
BLDG-00511,279.6,2,37,electric,average,21.9,0.0,1,413.5
BLDG-00512,142.9,3,18,heat_pump,good,17.3,,0,203.4
BLDG-00513,153.5,9,2,gas,good,18.3,0.0,1,252.8
BLDG-00514,275.5,5,16,gas,good,21.7,0.0,1,275.6
BLDG-00515,88.7,3,61,heat_pump,average,21.4,,0,349.7
BLDG-00516,422.0,4,31,gas,average,19.2,0.0,1,383.2
BLDG-00517,147.4,1,14,electric,average,19.0,,0,234.9
BLDG-00518,207.2,2,49,none,average,,0.0,1,265.5
BLDG-00519,217.0,5,42,gas,good,24.1,,0,220.8
BLDG-00520,445.9,1,24,heat_pump,poor,20.1,,0,389.7
BLDG-00521,310.6,2,20,gas,poor,21.7,0.0,1,498.5
BLDG-00522,477.1,1,4,gas,average,20.7,,0,489.9
BLDG-00523,384.5,5,28,gas,poor,18.1,0.0,1,503.6
BLDG-00524,144.8,7,35,gas,poor,19.2,,0,427.4
BLDG-00525,462.2,3,35,heat_pump,good,19.1,0.0,1,410.9
BLDG-00526,187.1,4,39,heat_pump,average,20.7,,0,219.7
BLDG-00527,102.5,3,17,heat_pump,good,21.1,4.05,1,133.5
BLDG-00528,454.3,5,46,gas,good,21.6,1.86,1,495.5
BLDG-00529,445.9,6,70,electric,good,19.5,0.0,1,591.6
BLDG-00530,341.9,2,78,electric,good,20.2,,0,311.1
BLDG-00531,230.5,4,62,heat_pump,average,24.8,,0,381.4
BLDG-00532,186.4,3,19,heat_pump,good,23.8,,0,376.0
BLDG-00533,127.9,2,61,none,average,,0.0,1,113.2
BLDG-00534,116.9,2,78,none,average,,,0,133.1
BLDG-00535,153.6,3,80,gas,average,17.7,,0,407.5
BLDG-00536,215.5,6,4,electric,good,21.3,,0,447.0
BLDG-00537,164.7,3,40,gas,average,21.0,,0,375.7
BLDG-00538,235.9,3,23,gas,average,17.9,,0,465.7
BLDG-00539,471.3,4,58,heat_pump,good,18.3,,0,479.4
BLDG-00540,140.0,3,60,gas,average,19.2,2.15,1,229.7
BLDG-00541,72.3,4,61,heat_pump,average,19.9,0.0,1,321.2
BLDG-00542,160.8,3,27,electric,good,19.0,0.0,1,253.5
BLDG-00543,309.8,3,18,electric,good,21.8,,0,483.3
BLDG-00544,196.4,2,18,electric,average,22.8,3.13,1,349.6
BLDG-00545,156.0,2,53,gas,good,21.1,,0,250.9
BLDG-00546,295.3,4,2,heat_pump,good,17.7,0.0,1,224.8
BLDG-00547,354.3,2,5,gas,average,19.9,0.0,1,338.2
BLDG-00548,434.2,3,12,electric,average,21.5,,0,447.2
BLDG-00549,310.3,4,36,gas,poor,18.9,,0,449.6
BLDG-00550,270.7,3,39,heat_pump,good,21.8,5.35,1,331.5
BLDG-00551,219.5,3,41,electric,average,23.5,0.0,1,350.5
BLDG-00552,165.1,1,79,gas,poor,20.0,0.0,1,246.0
BLDG-00553,183.8,1,59,none,average,,,0,102.2
BLDG-00554,47.3,2,5,gas,average,21.3,0.0,1,316.3
BLDG-00555,116.6,3,72,heat_pump,poor,17.5,,0,202.9
BLDG-00556,208.5,1,42,electric,good,20.5,0.0,1,221.1
BLDG-00557,92.9,5,21,none,poor,,,0,293.7
BLDG-00558,415.2,4,75,heat_pump,good,20.9,,0,292.6
BLDG-00559,350.9,3,47,heat_pump,good,22.4,0.0,1,335.9
BLDG-00560,282.9,1,17,electric,good,19.8,,0,389.1
BLDG-00561,262.2,1,60,gas,poor,20.5,0.0,1,431.1
BLDG-00562,456.5,3,70,electric,average,18.5,,0,475.4
BLDG-00563,268.4,1,25,gas,good,21.3,0.0,1,328.1
BLDG-00564,451.8,3,57,electric,good,20.5,,0,471.9
BLDG-00565,247.9,6,38,heat_pump,poor,23.4,2.49,1,354.4
BLDG-00566,444.7,2,3,gas,poor,21.7,,0,522.9
BLDG-00567,68.4,2,35,heat_pump,average,19.1,0.61,1,210.7
BLDG-00568,99.8,2,39,gas,average,19.2,0.0,1,278.6
BLDG-00569,266.9,3,35,heat_pump,average,20.4,0.0,1,342.0
BLDG-00570,308.8,1,35,none,average,,4.46,1,292.4
BLDG-00571,83.0,7,50,heat_pump,poor,18.2,,0,264.4
BLDG-00572,143.3,4,32,none,poor,,0.0,1,306.2
BLDG-00573,129.7,1,16,heat_pump,poor,17.2,4.66,1,255.4
BLDG-00574,182.7,5,43,heat_pump,poor,19.7,,0,383.4
BLDG-00575,54.4,4,45,heat_pump,good,23.6,0.0,1,204.4
BLDG-00576,469.1,7,63,gas,average,19.8,,0,509.8
BLDG-00577,397.0,3,15,electric,average,19.2,0.0,1,508.2
BLDG-00578,308.2,4,43,none,good,,3.54,1,146.1
BLDG-00579,268.1,3,66,electric,poor,22.9,0.0,1,685.3
BLDG-00580,289.0,3,68,none,average,,0.0,1,349.8
BLDG-00581,196.5,4,42,electric,average,21.2,,0,294.4
BLDG-00582,177.1,1,62,heat_pump,good,18.2,0.0,1,310.7
BLDG-00583,124.4,2,78,gas,average,21.7,,0,247.0
BLDG-00584,125.7,1,52,none,average,,,0,106.9
BLDG-00585,79.3,2,59,heat_pump,average,19.7,0.0,1,215.0
BLDG-00586,166.0,5,38,heat_pump,good,23.6,0.0,1,337.7
BLDG-00587,136.1,4,70,gas,average,17.0,,0,324.3
BLDG-00588,48.2,2,24,heat_pump,good,18.7,,0,171.5
BLDG-00589,415.7,3,74,electric,good,20.7,,0,399.4
BLDG-00590,58.3,1,55,gas,good,21.8,1.87,1,262.7
BLDG-00591,291.9,6,15,electric,good,20.9,0.0,1,313.4
BLDG-00592,65.9,2,35,electric,poor,20.2,0.0,1,338.0
BLDG-00593,304.0,4,18,gas,average,19.9,,0,440.0
BLDG-00594,325.4,4,0,electric,average,19.4,11.16,1,383.5
BLDG-00595,399.8,3,52,electric,average,20.0,3.82,1,459.1
BLDG-00596,95.9,3,11,electric,poor,24.2,0.0,1,500.2
BLDG-00597,446.4,3,8,electric,poor,20.8,0.0,1,713.0
BLDG-00598,431.3,4,3,none,poor,,0.0,1,598.8
BLDG-00599,313.8,2,16,heat_pump,average,18.3,,0,358.2
BLDG-00600,289.7,4,75,gas,good,21.6,,0,290.2
BLDG-00601,110.7,1,59,gas,average,20.9,,0,277.9
BLDG-00602,282.9,1,47,gas,average,15.9,0.0,1,369.1
BLDG-00603,340.1,1,70,heat_pump,good,19.0,0.0,1,267.7
BLDG-00604,380.0,3,60,gas,average,20.4,0.0,1,351.1
BLDG-00605,210.0,3,24,electric,poor,21.4,1.41,1,387.7
BLDG-00606,197.9,1,3,heat_pump,average,18.6,0.0,1,162.0
BLDG-00607,161.9,5,79,electric,poor,21.7,,0,444.5
BLDG-00608,424.0,3,64,heat_pump,poor,22.8,,0,517.7
BLDG-00609,350.3,4,16,electric,good,22.4,,0,375.4
BLDG-00610,96.5,3,46,electric,poor,19.0,0.0,1,471.8
BLDG-00611,423.7,1,78,heat_pump,good,18.9,,0,279.3
BLDG-00612,89.4,2,58,none,poor,,,0,259.5
BLDG-00613,222.0,2,75,heat_pump,average,26.4,0.0,1,327.2
BLDG-00614,254.1,3,62,gas,poor,18.5,,0,452.3
BLDG-00615,332.1,1,36,gas,average,20.4,0.0,1,464.8
BLDG-00616,257.0,6,21,gas,good,20.4,0.0,1,445.7
BLDG-00617,56.3,3,35,gas,average,22.6,0.0,1,252.8
BLDG-00618,339.4,3,13,gas,good,21.1,,0,266.7
BLDG-00619,316.7,7,34,heat_pump,poor,22.7,0.0,1,483.2
BLDG-00620,93.0,1,75,gas,average,21.7,0.0,1,296.1
BLDG-00621,120.7,6,55,heat_pump,good,20.9,,0,212.4
BLDG-00622,254.4,3,60,gas,good,19.0,0.0,1,256.6
BLDG-00623,321.1,2,34,gas,average,18.8,,0,392.9
BLDG-00624,418.1,1,27,electric,poor,17.4,,0,374.4
BLDG-00625,292.9,4,70,electric,good,19.4,,0,489.3
BLDG-00626,129.9,1,74,heat_pump,poor,19.7,0.0,1,394.1
BLDG-00627,381.9,2,57,heat_pump,average,24.2,0.0,1,435.0
BLDG-00628,468.8,4,26,electric,average,24.5,,0,570.6
BLDG-00629,192.9,3,79,heat_pump,poor,17.2,,0,348.0
BLDG-00630,452.2,3,33,heat_pump,average,20.8,0.0,1,370.2
BLDG-00631,82.2,2,73,electric,average,24.4,,0,342.3
BLDG-00632,57.2,6,80,gas,poor,21.0,0.0,1,354.9
BLDG-00633,350.6,1,35,electric,average,20.6,,0,395.3
BLDG-00634,383.0,3,51,electric,average,21.8,0.0,1,514.6
BLDG-00635,306.2,2,64,heat_pump,good,22.3,0.0,1,368.7
BLDG-00636,84.7,6,58,heat_pump,average,20.9,0.0,1,301.9
BLDG-00637,341.8,2,74,gas,poor,19.1,6.91,1,561.5
BLDG-00638,99.3,2,12,heat_pump,average,19.0,0.0,1,168.2
BLDG-00639,185.1,2,26,none,average,,,0,178.9
BLDG-00640,410.7,1,29,gas,average,19.0,,0,387.3
BLDG-00641,126.8,1,54,gas,average,18.6,0.0,1,244.4
BLDG-00642,286.5,1,6,heat_pump,good,19.3,,0,124.3
BLDG-00643,362.2,4,26,gas,poor,21.4,0.0,1,545.8
BLDG-00644,322.4,1,63,electric,good,20.6,,0,394.3
BLDG-00645,173.9,6,34,electric,average,21.3,0.0,1,272.5
BLDG-00646,270.0,2,3,electric,average,17.6,0.0,1,220.9
BLDG-00647,214.5,2,2,gas,average,22.6,,0,280.2
BLDG-00648,183.2,6,26,electric,poor,20.4,0.0,1,448.9
BLDG-00649,238.1,2,37,none,good,,0.67,1,72.4
BLDG-00650,217.5,2,46,electric,average,19.1,,0,328.1
BLDG-00651,70.6,2,62,electric,good,20.1,,0,231.0
BLDG-00652,283.9,6,44,heat_pump,good,22.4,,0,294.6
BLDG-00653,283.8,2,35,heat_pump,poor,20.2,,0,435.8
BLDG-00654,450.6,3,75,heat_pump,good,19.0,0.0,1,367.5
BLDG-00655,387.9,4,47,heat_pump,average,21.9,0.0,1,502.2
BLDG-00656,393.4,2,7,gas,average,21.0,0.0,1,453.0
BLDG-00657,91.4,5,12,heat_pump,good,22.0,,0,310.7
BLDG-00658,169.3,6,44,electric,good,17.2,0.0,1,415.9
BLDG-00659,90.3,6,61,electric,poor,19.8,,0,372.1
BLDG-00660,177.9,3,41,heat_pump,poor,21.9,,0,360.6
BLDG-00661,444.1,2,47,electric,average,21.0,0.0,1,518.1
BLDG-00662,260.9,3,17,heat_pump,average,22.4,0.0,1,381.8
BLDG-00663,354.1,8,37,none,average,,,0,451.0
BLDG-00664,250.0,4,12,none,average,,0.0,1,159.2
BLDG-00665,114.6,2,20,electric,poor,24.9,,0,347.5
BLDG-00666,393.8,3,32,heat_pump,good,21.4,0.0,1,222.1
BLDG-00667,250.4,1,49,electric,poor,22.1,,0,538.4
BLDG-00668,151.3,3,5,gas,poor,20.6,,0,317.0
BLDG-00669,183.5,2,11,gas,good,19.7,,0,341.0
BLDG-00670,223.5,7,72,gas,average,19.4,0.0,1,382.5
BLDG-00671,420.9,1,74,gas,poor,21.9,1.35,1,584.7
BLDG-00672,65.9,2,56,electric,average,19.1,3.97,1,292.9
BLDG-00673,232.6,5,19,heat_pump,average,24.0,0.0,1,338.8
BLDG-00674,163.1,2,21,gas,average,21.6,,0,231.5
BLDG-00675,471.5,4,5,electric,poor,21.1,0.0,1,546.2
BLDG-00676,399.9,2,38,heat_pump,poor,21.4,0.0,1,450.8
BLDG-00677,378.3,1,38,electric,good,18.3,0.0,1,494.9
BLDG-00678,469.8,2,47,electric,good,19.9,,0,374.6
BLDG-00679,59.9,4,19,heat_pump,average,19.8,,0,193.0
BLDG-00680,456.0,3,44,gas,average,19.3,0.0,1,510.3
BLDG-00681,104.5,6,65,gas,good,21.3,,0,259.0
BLDG-00682,106.0,3,78,gas,average,21.7,3.72,1,367.6
BLDG-00683,170.6,3,65,gas,good,22.5,,0,347.1
BLDG-00684,279.6,4,28,electric,average,23.5,0.0,1,340.8
BLDG-00685,442.9,4,63,heat_pump,average,21.3,2.83,1,471.9
BLDG-00686,65.1,2,30,electric,average,19.8,,0,309.1
BLDG-00687,362.9,4,38,electric,good,19.2,,0,383.5
BLDG-00688,107.0,1,12,heat_pump,poor,21.2,,0,271.5
BLDG-00689,147.8,3,72,gas,poor,19.0,0.0,1,608.5
BLDG-00690,143.6,4,56,gas,average,25.6,,0,489.8
BLDG-00691,243.6,3,23,heat_pump,good,20.3,0.0,1,165.8
BLDG-00692,74.9,4,44,gas,poor,20.2,0.0,1,462.7
BLDG-00693,115.0,3,24,gas,poor,21.0,,0,136.3
BLDG-00694,469.1,1,41,electric,poor,17.7,0.0,1,539.0
BLDG-00695,277.1,5,50,heat_pump,poor,20.4,0.0,1,450.3
BLDG-00696,268.8,6,76,gas,poor,21.3,,0,536.4
BLDG-00697,117.4,3,75,heat_pump,good,17.5,,0,256.3
BLDG-00698,410.6,1,28,gas,average,17.7,0.0,1,560.6
BLDG-00699,187.8,3,56,heat_pump,good,24.5,2.67,1,126.8
BLDG-00700,417.4,3,52,gas,poor,19.6,0.0,1,571.6
BLDG-00701,125.4,2,77,gas,average,19.7,0.0,1,278.2
BLDG-00702,70.1,7,49,heat_pump,average,21.3,,0,212.4
BLDG-00703,290.3,2,7,electric,good,18.8,,0,327.6
BLDG-00704,92.2,3,40,heat_pump,poor,19.0,,0,369.2
BLDG-00705,160.0,1,32,electric,average,21.5,0.0,1,335.4
BLDG-00706,213.0,2,44,electric,poor,18.0,0.0,1,472.8
BLDG-00707,348.2,4,37,heat_pump,good,22.0,,0,260.6
BLDG-00708,303.2,3,48,heat_pump,average,21.6,0.0,1,315.4
BLDG-00709,244.2,2,57,electric,poor,19.8,0.0,1,457.4
BLDG-00710,153.8,1,44,none,good,,1.64,1,40.0
BLDG-00711,120.5,6,46,gas,poor,21.8,0.0,1,352.0
BLDG-00712,107.3,4,25,gas,poor,20.2,,0,468.8
BLDG-00713,360.7,4,28,heat_pump,average,20.2,2.09,1,450.3
BLDG-00714,227.8,1,69,gas,good,20.4,0.0,1,173.7
BLDG-00715,280.7,1,23,electric,poor,20.3,0.0,1,468.0
BLDG-00716,447.5,2,27,heat_pump,average,19.5,,0,348.9
BLDG-00717,319.4,6,9,heat_pump,good,21.0,0.0,1,347.1
BLDG-00718,284.6,3,2,heat_pump,good,17.8,,0,205.0
BLDG-00719,216.7,1,54,electric,average,20.5,,0,371.1
BLDG-00720,375.4,3,17,heat_pump,good,18.5,,0,320.1
BLDG-00721,414.7,3,23,gas,average,21.5,0.0,1,526.8
BLDG-00722,196.8,5,71,gas,good,20.4,0.0,1,316.5
BLDG-00723,66.9,5,37,gas,average,19.7,0.0,1,260.3
BLDG-00724,140.3,1,23,electric,poor,19.3,0.0,1,371.1
BLDG-00725,168.1,2,8,gas,good,19.6,,0,160.0
BLDG-00726,133.6,1,19,heat_pump,good,21.6,0.0,1,84.2
BLDG-00727,230.2,3,50,electric,average,20.7,0.0,1,462.5
BLDG-00728,168.8,5,66,heat_pump,poor,19.8,0.0,1,326.6
BLDG-00729,225.8,5,72,none,good,,,0,285.5
BLDG-00730,374.9,4,8,electric,average,21.7,0.0,1,551.2
BLDG-00731,265.3,4,17,gas,average,21.2,,0,405.0
BLDG-00732,191.4,3,45,electric,poor,19.3,0.0,1,465.7
BLDG-00733,66.2,2,46,gas,average,22.3,,0,278.7
BLDG-00734,205.7,7,50,gas,poor,21.9,,0,387.4
BLDG-00735,197.1,3,78,gas,good,18.3,0.0,1,323.8
BLDG-00736,175.1,5,41,gas,poor,18.4,,0,575.3
BLDG-00737,208.6,1,80,electric,average,21.1,,0,323.0
BLDG-00738,354.7,3,41,heat_pump,good,20.6,,0,305.1
BLDG-00739,91.5,4,53,gas,average,19.0,0.0,1,279.0
BLDG-00740,343.6,6,24,heat_pump,good,21.5,,0,338.0
BLDG-00741,213.1,3,2,gas,average,18.4,0.0,1,332.2
BLDG-00742,288.3,2,53,electric,average,16.7,,0,397.3
BLDG-00743,453.3,3,74,none,average,,0.0,1,344.4
BLDG-00744,475.5,1,49,none,average,,,0,302.8
BLDG-00745,141.5,2,49,electric,average,19.7,0.0,1,484.4
BLDG-00746,141.5,4,79,none,poor,,0.0,1,307.7
BLDG-00747,100.8,4,59,gas,good,21.5,0.0,1,329.5
BLDG-00748,172.7,5,15,none,good,,,0,315.7
BLDG-00749,114.3,1,22,gas,good,18.3,,0,134.8
BLDG-00750,307.2,2,61,gas,average,16.8,,0,267.5
BLDG-00751,327.9,2,18,gas,average,20.5,0.0,1,423.1
BLDG-00752,323.0,3,5,none,good,,0.71,1,321.7
BLDG-00753,197.6,7,53,gas,average,20.3,0.0,1,355.1
BLDG-00754,322.9,4,34,electric,poor,22.5,0.0,1,580.2
BLDG-00755,215.6,4,37,gas,average,17.7,0.0,1,472.8
BLDG-00756,354.6,2,6,electric,average,19.4,,0,404.7
BLDG-00757,214.8,3,4,electric,poor,22.1,,0,384.3
BLDG-00758,185.4,1,24,gas,poor,18.2,0.0,1,236.4
BLDG-00759,207.7,3,42,none,poor,,,0,295.1
BLDG-00760,121.9,4,65,heat_pump,average,19.9,,0,194.5
BLDG-00761,170.6,4,7,electric,poor,16.8,3.02,1,373.7
BLDG-00762,246.0,2,29,electric,good,22.5,0.0,1,262.2
BLDG-00763,419.3,2,11,electric,average,17.8,0.0,1,480.0
BLDG-00764,95.0,1,36,gas,good,24.3,0.0,1,262.9
BLDG-00765,236.0,3,44,electric,average,21.3,0.0,1,323.5
BLDG-00766,384.7,4,61,electric,average,19.7,1.23,1,575.6
BLDG-00767,331.2,6,28,none,average,,,0,307.9
BLDG-00768,316.9,2,64,none,good,,0.0,1,362.9
BLDG-00769,317.2,7,47,electric,good,20.6,1.1,1,522.7
BLDG-00770,176.4,4,63,heat_pump,average,21.1,,0,333.7
BLDG-00771,414.1,4,47,heat_pump,poor,20.2,2.39,1,518.2
BLDG-00772,352.6,5,61,heat_pump,poor,19.6,,0,479.5
BLDG-00773,138.7,1,2,heat_pump,average,21.6,0.0,1,234.6
BLDG-00774,423.2,2,5,gas,average,20.3,,0,415.7
BLDG-00775,243.4,4,31,heat_pump,poor,19.0,0.0,1,359.2
BLDG-00776,477.6,5,61,electric,average,19.7,,0,722.7
BLDG-00777,167.9,5,78,electric,good,19.7,,0,300.6
BLDG-00778,285.6,1,21,heat_pump,average,19.0,0.0,1,336.9
BLDG-00779,124.1,2,79,heat_pump,good,22.6,,0,108.6
BLDG-00780,269.4,3,19,heat_pump,average,16.3,2.1,1,326.3
BLDG-00781,404.5,1,50,gas,average,18.6,0.0,1,473.8
BLDG-00782,179.1,4,8,electric,average,21.1,,0,285.7
BLDG-00783,446.2,5,62,none,poor,,0.0,1,471.8
BLDG-00784,125.8,2,52,gas,average,20.4,2.31,1,327.6
BLDG-00785,86.7,2,33,electric,poor,19.6,,0,470.7
BLDG-00786,89.3,7,61,electric,good,18.8,,0,335.1
BLDG-00787,261.8,4,24,heat_pump,good,21.0,,0,265.6
BLDG-00788,189.2,4,6,gas,average,18.8,0.0,1,356.6
BLDG-00789,126.0,1,44,electric,average,22.1,0.0,1,328.4
BLDG-00790,331.0,3,37,heat_pump,average,20.3,,0,261.2
BLDG-00791,343.4,2,61,electric,poor,20.1,,0,598.5
BLDG-00792,226.3,5,48,heat_pump,poor,17.8,,0,461.4
BLDG-00793,269.1,5,75,heat_pump,average,19.7,,0,295.7
BLDG-00794,473.3,1,57,heat_pump,poor,21.0,3.04,1,443.7
BLDG-00795,454.4,1,12,gas,poor,22.9,,0,560.5
BLDG-00796,100.4,7,78,electric,good,21.4,0.72,1,444.3
BLDG-00797,50.6,3,48,heat_pump,good,18.1,,0,213.9
BLDG-00798,425.9,2,41,heat_pump,poor,20.8,0.0,1,379.0
BLDG-00799,392.8,2,54,electric,average,19.5,0.0,1,405.4
BLDG-00800,437.7,2,5,none,poor,,,0,365.0
BLDG-00801,149.1,3,15,electric,average,19.4,3.91,1,237.5
BLDG-00802,417.4,2,51,electric,average,21.1,6.57,1,409.2
BLDG-00803,370.8,4,1,gas,good,16.8,,0,200.0
BLDG-00804,84.6,3,15,gas,average,19.2,0.0,1,241.8
BLDG-00805,145.9,3,12,heat_pump,average,20.2,0.0,1,297.5
