customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,num_support_tickets,avg_monthly_gb,is_senior,has_dependents,churned,retention_call_outcome
CUST-00278,23,69.58,1601.28,one_year,mailed_check,dsl,0,40.6,0,0,0,saved
CUST-00279,12,98.99,1205.87,month_to_month,mailed_check,dsl,2,91.9,1,0,1,churn_confirmed
CUST-00280,26,96.47,2539.02,month_to_month,credit_card,fiber_optic,2,54.7,0,0,0,saved
CUST-00281,65,115.36,7545.17,month_to_month,electronic_check,dsl,1,216.4,0,0,1,churn_confirmed
CUST-00282,54,26.25,1420.79,two_year,credit_card,dsl,1,57.7,0,0,0,saved
CUST-00283,28,82.66,2274.62,one_year,credit_card,dsl,2,195.9,0,0,0,saved
CUST-00284,25,73.57,1800.86,two_year,credit_card,fiber_optic,4,129.0,0,0,1,churn_confirmed
CUST-00285,58,114.22,6445.35,two_year,bank_transfer,fiber_optic,1,154.4,1,0,1,churn_confirmed
CUST-00286,70,80.09,5681.44,month_to_month,bank_transfer,dsl,0,86.0,0,0,1,churn_confirmed
CUST-00287,32,45.36,1494.84,month_to_month,mailed_check,fiber_optic,3,83.9,1,1,0,saved
CUST-00288,53,48.47,2628.72,one_year,mailed_check,fiber_optic,3,99.5,0,0,0,saved
CUST-00289,72,66.08,4880.44,two_year,credit_card,dsl,0,259.5,0,1,0,saved
CUST-00290,39,60.72,2300.78,one_year,bank_transfer,dsl,3,46.7,0,0,0,saved
CUST-00291,39,34.89,1337.91,month_to_month,electronic_check,fiber_optic,3,256.6,1,0,0,saved
CUST-00292,43,19.22,835.85,month_to_month,mailed_check,none,3,,0,0,0,saved
CUST-00293,68,59.49,4113.42,one_year,electronic_check,fiber_optic,0,55.8,0,0,0,not_contacted
CUST-00294,55,51.53,2906.78,one_year,mailed_check,fiber_optic,1,146.3,0,0,0,saved
CUST-00295,61,54.54,3305.1,month_to_month,bank_transfer,fiber_optic,4,212.0,0,1,0,saved
CUST-00296,14,61.78,890.48,month_to_month,credit_card,fiber_optic,1,35.8,0,0,1,churn_confirmed
CUST-00297,25,55.69,1364.17,month_to_month,electronic_check,dsl,3,84.0,0,0,1,churn_confirmed
CUST-00298,24,87.89,2162.85,one_year,mailed_check,fiber_optic,5,140.8,0,1,0,saved
CUST-00299,15,28.5,421.18,two_year,electronic_check,fiber_optic,3,114.1,0,0,0,saved
CUST-00300,69,109.73,7422.16,two_year,electronic_check,dsl,1,23.4,0,0,0,saved
